,V1,V2
43224,DB13256,DB12308
43225,DB13256,DB13520
43226,DB13256,DB13984
43227,DB13256,DB14715
43228,DB00334,DB13256
43229,DB13256,DB00344
43230,DB00458,DB13256
43231,DB00564,DB13256
43232,DB00780,DB13256
43233,DB13256,DB01037
43234,DB01215,DB13256
43235,DB01238,DB13256
43236,DB01267,DB13256
43237,DB13256,DB01588
43238,DB04872,DB13256
43239,DB13256,DB06579
43240,DB13256,DB08815
43241,DB09185,DB13256
43242,DB13256,DB12930
43243,DB13256,DB13791
43244,DB13256,DB13841
43245,DB14185,DB13256
43246,DB01229,DB13256
43247,DB09061,DB13256
43248,DB13275,DB06605
43249,DB06695,DB13275
43250,DB01254,DB13275
43251,DB01609,DB13275
43252,DB13275,DB06777
43253,DB09075,DB13275
43254,DB09053,DB13275
43255,DB13275,DB00180
43256,DB13275,DB00741
43257,DB00959,DB13275
43258,DB01234,DB13275
43259,DB08970,DB13275
43260,DB09091,DB13275
43261,DB14539,DB13275
43262,DB13275,DB14541
43263,DB14545,DB13275
43264,DB13275,DB14652
43265,DB01047,DB13275
43266,DB00547,DB13275
43267,DB08971,DB13275
43268,DB09095,DB13275
43269,DB00437,DB13275
43270,DB13275,DB00754
43271,DB13275,DB00344
43272,DB13275,DB00777
43273,DB13275,DB00998
43274,DB13275,DB01442
43275,DB09185,DB13275
43276,DB13275,DB12930
43277,DB13275,DB13520
43278,DB13275,DB00334
43279,DB00458,DB13275
43280,DB00813,DB13275
43281,DB01238,DB13275
43282,DB01267,DB13275
43283,DB13275,DB08815
43284,DB09061,DB13275
43285,DB14185,DB13275
43286,DB00333,DB13275
43287,DB00454,DB13275
43288,DB13275,DB00675
43289,DB13952,DB13275
43290,DB00655,DB13275
43291,DB00244,DB13275
43292,DB00328,DB13275
43293,DB00461,DB13275
43294,DB00482,DB13275
43295,DB00586,DB13275
43296,DB00749,DB13275
43297,DB00795,DB13275
43298,DB00814,DB13275
43299,DB01250,DB13275
43300,DB01399,DB13275
43301,DB01424,DB13275
43302,DB01600,DB13275
43303,DB13275,DB02224
43304,DB06736,DB13275
43305,DB07402,DB13275
43306,DB08991,DB13275
43307,DB09216,DB13275
43308,DB11466,DB13275
43309,DB13286,DB13275
43310,DB09212,DB13275
43311,DB13275,DB01095
43312,DB13275,DB06233
43313,DB13275,DB11554
43314,DB13275,DB11443
43315,DB13275,DB13772
43316,DB01137,DB13275
43317,DB13275,DB00233
43318,DB00418,DB13275
43319,DB13275,DB00241
43320,DB00312,DB13275
43321,DB00319,DB13275
43322,DB00415,DB13275
43323,DB13275,DB08795
43324,DB13275,DB00301
43325,DB09213,DB13275
43326,DB13275,DB03374
43327,DB09418,DB13275
43328,DB13275,DB01406
43329,DB09401,DB13275
43330,DB13275,DB13044
43331,DB13275,DB01357
43332,DB04574,DB13275
43333,DB13275,DB06713
43334,DB13275,DB13866
43335,DB01395,DB13275
43336,DB00775,DB13275
43337,DB13275,DB01138
43338,DB13275,DB02709
43339,DB04743,DB13275
43340,DB13275,DB05767
43341,DB13275,DB07615
43342,DB13275,DB08814
43343,DB00624,DB13275
43344,DB13943,DB13275
43345,DB13275,DB11093
43346,DB13275,DB11348
43347,DB13275,DB00215
43348,DB01105,DB13275
43349,DB04896,DB13275
43350,DB00182,DB13275
43351,DB13275,DB00614
43352,DB01168,DB13275
43353,DB01367,DB13275
43354,DB13275,DB01037
43355,DB00780,DB13275
43356,DB13275,DB12289
43357,DB13275,DB12598
43358,DB09125,DB13275
43359,DB13275,DB06543
43360,DB13275,DB14094
43361,DB13275,DB01418
43362,DB13275,DB14055
43363,DB00314,DB13275
43364,DB00456,DB13275
43365,DB00923,DB13275
43366,DB13275,DB01017
43367,DB01041,DB13275
43368,DB01329,DB13275
43369,DB01331,DB13275
43370,DB06696,DB13275
43371,DB11512,DB13275
43372,DB13470,DB13275
43373,DB13499,DB13275
43374,DB13638,DB13275
43375,DB13275,DB01590
43376,DB13275,DB06287
43377,DB00845,DB13275
43378,DB00864,DB13275
43379,DB00428,DB13275
43380,DB00552,DB13275
43381,DB00851,DB13275
43382,DB13275,DB00888
43383,DB00970,DB13275
43384,DB08871,DB13275
43385,DB00853,DB13275
43386,DB01169,DB13275
43387,DB00495,DB13275
43388,DB13275,DB00762
43389,DB13275,DB04572
43390,DB08877,DB13275
43391,DB13275,DB08895
43392,DB08901,DB13275
43393,DB08910,DB13275
43394,DB00564,DB13275
43395,DB13275,DB00570
43396,DB13275,DB01248
43397,DB13275,DB06616
43398,DB13275,DB01229
43399,DB00945,DB13275
43400,DB13275,DB00877
43401,DB08059,DB13275
43402,DB11633,DB13275
43403,DB13275,DB00199
43404,DB13275,DB09079
43405,DB13275,DB00451
43406,DB13275,DB01104
43407,DB13275,DB01583
43408,DB00606,DB13275
43409,DB00774,DB13275
43410,DB13286,DB00381
43411,DB13286,DB00344
43412,DB13286,DB00614
43413,DB13286,DB00668
43414,DB13286,DB00777
43415,DB13286,DB00802
43416,DB13286,DB00830
43417,DB13286,DB00852
43418,DB13286,DB00938
43419,DB13286,DB00998
43420,DB13286,DB01037
43421,DB13286,DB01064
43422,DB13286,DB01238
43423,DB13286,DB01255
43424,DB13286,DB01407
43425,DB13286,DB01442
43426,DB13286,DB04855
43427,DB13286,DB08815
43428,DB09061,DB13286
43429,DB13286,DB11428
43430,DB13286,DB12100
43431,DB13286,DB12930
43432,DB13286,DB13520
43433,DB13286,DB14185
43434,DB13286,DB01609
43435,DB13286,DB01395
43436,DB00742,DB13286
43437,DB00945,DB13286
43438,DB13286,DB01418
43439,DB13286,DB06543
43440,DB13286,DB06605
43441,DB13286,DB06695
43442,DB13286,DB08814
43443,DB13286,DB09075
43444,DB13286,DB09125
43445,DB13286,DB12289
43446,DB13286,DB12598
43447,DB13286,DB13275
43448,DB13286,DB14055
43449,DB13286,DB14094
43450,DB13286,DB00275
43451,DB13286,DB13919
43452,DB13286,DB00790
43453,DB13286,DB14217
43454,DB13286,DB00598
43455,DB13286,DB08807
43456,DB13286,DB13757
43457,DB13286,DB00214
43458,DB13286,DB11443
43459,DB13286,DB13772
43460,DB13286,DB00310
43461,DB13286,DB00774
43462,DB00282,DB13286
43463,DB13286,DB06255
43464,DB13286,DB00287
43465,DB13286,DB02304
43466,DB00864,DB13286
43467,DB00456,DB13286
43468,DB00923,DB13286
43469,DB01329,DB13286
43470,DB01331,DB13286
43471,DB13286,DB13470
43472,DB13286,DB13499
43473,DB13286,DB13638
43474,DB13286,DB11512
43475,DB13286,DB00215
43476,DB13286,DB01105
43477,DB13286,DB04896
43478,DB13286,DB00180
43479,DB13286,DB00741
43480,DB13286,DB00959
43481,DB01234,DB13286
43482,DB13286,DB08970
43483,DB13286,DB14539
43484,DB13286,DB14541
43485,DB13286,DB14545
43486,DB13286,DB14652
43487,DB13286,DB09091
43488,DB13286,DB01047
43489,DB13286,DB00547
43490,DB13286,DB08971
43491,DB13286,DB09095
43492,DB13286,DB00836
43493,DB13286,DB05246
43494,DB13286,DB06152
43495,DB13286,DB08980
43496,DB13286,DB11960
43497,DB13286,DB13725
43498,DB13286,DB13791
43499,DB13286,DB00606
43500,DB13286,DB00800
43501,DB13286,DB01116
43502,DB13286,DB06268
43503,DB13286,DB08931
43504,DB13286,DB12766
43505,DB13286,DB13631
43506,DB13286,DB13779
43507,DB00586,DB13286
43508,DB00328,DB13286
43509,DB00461,DB13286
43510,DB00482,DB13286
43511,DB00749,DB13286
43512,DB00795,DB13286
43513,DB00814,DB13286
43514,DB01050,DB13286
43515,DB01250,DB13286
43516,DB01399,DB13286
43517,DB01600,DB13286
43518,DB06736,DB13286
43519,DB07402,DB13286
43520,DB08991,DB13286
43521,DB13286,DB09212
43522,DB09216,DB13286
43523,DB11466,DB13286
43524,DB13286,DB13364
43525,DB09213,DB13286
43526,DB01424,DB13286
43527,DB00244,DB13286
43528,DB13286,DB02224
43529,DB04743,DB13286
43530,DB13286,DB00158
43531,DB13286,DB00182
43532,DB00213,DB13286
43533,DB13286,DB00296
43534,DB13286,DB00312
43535,DB13286,DB00319
43536,DB13286,DB00323
43537,DB13286,DB00327
43538,DB13286,DB00333
43539,DB13286,DB00341
43540,DB13286,DB00415
43541,DB13286,DB00418
43542,DB13286,DB00437
43543,DB13286,DB00501
43544,DB13286,DB00608
43545,DB13286,DB00624
43546,DB13286,DB00780
43547,DB13286,DB00851
43548,DB13286,DB00853
43549,DB13286,DB00909
43550,DB13286,DB00915
43551,DB13286,DB00995
43552,DB13286,DB01011
43553,DB13286,DB01036
43554,DB13286,DB01137
43555,DB13286,DB01148
43556,DB13286,DB01169
43557,DB13286,DB01183
43558,DB13286,DB01215
43559,DB13286,DB01261
43560,DB13286,DB01267
43561,DB13286,DB01367
43562,DB13286,DB01427
43563,DB13286,DB04574
43564,DB13286,DB05541
43565,DB13286,DB06335
43566,DB13286,DB06824
43567,DB13286,DB08877
43568,DB13286,DB08910
43569,DB13286,DB08911
43570,DB13286,DB09071
43571,DB13286,DB09104
43572,DB13286,DB09135
43573,DB13286,DB09185
43574,DB13286,DB09395
43575,DB13286,DB09418
43576,DB13286,DB09502
43577,DB13286,DB11587
43578,DB11817,DB13286
43579,DB13286,DB13943
43580,DB13952,DB13286
43581,DB13286,DB00458
43582,DB13286,DB00813
43583,DB13286,DB00454
43584,DB13286,DB06696
43585,DB13286,DB00314
43586,DB00564,DB13286
43587,DB13286,DB00552
43588,DB13286,DB14500
43589,DB13286,DB00898
43590,DB13286,DB00495
43591,DB13286,DB00775
43592,DB13286,DB01138
43593,DB13286,DB02709
43594,DB13286,DB05767
43595,DB13286,DB07615
43596,DB13286,DB01104
43597,DB00586,DB13364
43598,DB00328,DB13364
43599,DB00461,DB13364
43600,DB00482,DB13364
43601,DB00749,DB13364
43602,DB00795,DB13364
43603,DB00814,DB13364
43604,DB01050,DB13364
43605,DB01250,DB13364
43606,DB01399,DB13364
43607,DB01600,DB13364
43608,DB06736,DB13364
43609,DB07402,DB13364
43610,DB08991,DB13364
43611,DB09212,DB13364
43612,DB09216,DB13364
43613,DB11466,DB13364
43614,DB13286,DB13364
43615,DB09213,DB13364
43616,DB01424,DB13364
43617,DB00244,DB13364
43618,DB02224,DB13364
43619,DB04743,DB13364
43620,DB00945,DB13364
43621,DB01104,DB13364
43622,DB06410,DB13467
43623,DB00598,DB13467
43624,DB13467,DB08807
43625,DB13467,DB13757
43626,DB13467,DB00199
43627,DB13467,DB00877
43628,DB13467,DB01590
43629,DB13467,DB06233
43630,DB13467,DB06287
43631,DB13467,DB11554
43632,DB00214,DB13467
43633,DB00310,DB13467
43634,DB00233,DB13467
43635,DB00244,DB13467
43636,DB00795,DB13467
43637,DB00945,DB13467
43638,DB01250,DB13467
43639,DB13467,DB11093
43640,DB13467,DB11348
43641,DB13467,DB13590
43642,DB00381,DB13467
43643,DB00836,DB13467
43644,DB00909,DB13467
43645,DB04743,DB13467
43646,DB13467,DB05246
43647,DB13467,DB06152
43648,DB13467,DB07615
43649,DB13467,DB08980
43650,DB09216,DB13467
43651,DB13467,DB11960
43652,DB13467,DB13725
43653,DB13467,DB13791
43654,DB00552,DB13467
43655,DB00570,DB13467
43656,DB00675,DB13467
43657,DB00888,DB13467
43658,DB01041,DB13467
43659,DB01169,DB13467
43660,DB01229,DB13467
43661,DB01248,DB13467
43662,DB13467,DB03374
43663,DB09418,DB13467
43664,DB00358,DB13467
43665,DB00608,DB13467
43666,DB01611,DB13467
43667,DB00314,DB13467
43668,DB06696,DB13467
43669,DB11512,DB13467
43670,DB00668,DB13467
43671,DB13467,DB00180
43672,DB00547,DB13467
43673,DB13467,DB00741
43674,DB00959,DB13467
43675,DB01047,DB13467
43676,DB01234,DB13467
43677,DB08970,DB13467
43678,DB08971,DB13467
43679,DB09091,DB13467
43680,DB09095,DB13467
43681,DB14539,DB13467
43682,DB13467,DB14541
43683,DB14545,DB13467
43684,DB13467,DB14652
43685,DB00774,DB13467
43686,DB00606,DB13467
43687,DB00742,DB13470
43688,DB00244,DB13470
43689,DB00328,DB13470
43690,DB00456,DB13470
43691,DB00461,DB13470
43692,DB00482,DB13470
43693,DB00586,DB13470
43694,DB00795,DB13470
43695,DB00814,DB13470
43696,DB00864,DB13470
43697,DB00923,DB13470
43698,DB00945,DB13470
43699,DB01250,DB13470
43700,DB01329,DB13470
43701,DB01331,DB13470
43702,DB01399,DB13470
43703,DB01424,DB13470
43704,DB01600,DB13470
43705,DB04743,DB13470
43706,DB07402,DB13470
43707,DB08991,DB13470
43708,DB09213,DB13470
43709,DB09216,DB13470
43710,DB11466,DB13470
43711,DB13286,DB13470
43712,DB13470,DB13499
43713,DB13470,DB13638
43714,DB13470,DB09212
43715,DB13470,DB11512
43716,DB00282,DB13470
43717,DB13470,DB06255
43718,DB13470,DB00158
43719,DB13470,DB00182
43720,DB00213,DB13470
43721,DB13470,DB00296
43722,DB13470,DB00312
43723,DB13470,DB00319
43724,DB13470,DB00323
43725,DB13470,DB00327
43726,DB13470,DB00333
43727,DB13470,DB00341
43728,DB13470,DB00415
43729,DB13470,DB00418
43730,DB13470,DB00437
43731,DB13470,DB00501
43732,DB13470,DB00598
43733,DB13470,DB00608
43734,DB13470,DB00624
43735,DB00749,DB13470
43736,DB13470,DB00775
43737,DB13470,DB00780
43738,DB13470,DB00790
43739,DB13470,DB00800
43740,DB13470,DB00851
43741,DB13470,DB00853
43742,DB13470,DB00909
43743,DB13470,DB00915
43744,DB13470,DB00995
43745,DB13470,DB01011
43746,DB13470,DB01036
43747,DB01050,DB13470
43748,DB13470,DB01105
43749,DB13470,DB01137
43750,DB13470,DB01148
43751,DB13470,DB01169
43752,DB13470,DB01183
43753,DB13470,DB01215
43754,DB13470,DB01261
43755,DB13470,DB01267
43756,DB13470,DB01367
43757,DB13470,DB01427
43758,DB13470,DB04574
43759,DB13470,DB04896
43760,DB13470,DB05541
43761,DB13470,DB06335
43762,DB13470,DB06695
43763,DB06736,DB13470
43764,DB13470,DB06824
43765,DB13470,DB08877
43766,DB13470,DB08910
43767,DB13470,DB08911
43768,DB13470,DB09071
43769,DB13470,DB09075
43770,DB13470,DB09091
43771,DB13470,DB09104
43772,DB13470,DB09135
43773,DB13470,DB09185
43774,DB13470,DB09395
43775,DB13470,DB09418
43776,DB13470,DB09502
43777,DB13470,DB11587
43778,DB11817,DB13470
43779,DB13470,DB13943
43780,DB13952,DB13470
43781,DB13470,DB00458
43782,DB13470,DB00454
43783,DB13470,DB00813
43784,DB13470,DB09095
43785,DB13470,DB06696
43786,DB13470,DB00314
43787,DB00564,DB13470
43788,DB13470,DB00552
43789,DB13470,DB01418
43790,DB13470,DB13275
43791,DB13470,DB14055
43792,DB13470,DB06543
43793,DB13470,DB06605
43794,DB13470,DB08814
43795,DB13470,DB09125
43796,DB13470,DB12289
43797,DB13470,DB12598
43798,DB13470,DB14094
43799,DB00742,DB13499
43800,DB00244,DB13499
43801,DB00328,DB13499
43802,DB00456,DB13499
43803,DB00461,DB13499
43804,DB00482,DB13499
43805,DB00586,DB13499
43806,DB00795,DB13499
43807,DB00814,DB13499
43808,DB00864,DB13499
43809,DB00923,DB13499
43810,DB00945,DB13499
43811,DB01250,DB13499
43812,DB01329,DB13499
43813,DB01331,DB13499
43814,DB01399,DB13499
43815,DB01424,DB13499
43816,DB01600,DB13499
43817,DB04743,DB13499
43818,DB07402,DB13499
43819,DB08991,DB13499
43820,DB09213,DB13499
43821,DB09216,DB13499
43822,DB11466,DB13499
43823,DB13286,DB13499
43824,DB13470,DB13499
43825,DB13499,DB13638
43826,DB13499,DB09212
43827,DB13499,DB11512
43828,DB00282,DB13499
43829,DB13499,DB06255
43830,DB13499,DB00158
43831,DB13499,DB00182
43832,DB00213,DB13499
43833,DB13499,DB00296
43834,DB13499,DB00312
43835,DB13499,DB00319
43836,DB13499,DB00323
43837,DB13499,DB00327
43838,DB13499,DB00333
43839,DB13499,DB00341
43840,DB13499,DB00415
43841,DB13499,DB00418
43842,DB13499,DB00437
43843,DB13499,DB00501
43844,DB13499,DB00598
43845,DB13499,DB00608
43846,DB13499,DB00624
43847,DB00749,DB13499
43848,DB13499,DB00775
43849,DB13499,DB00780
43850,DB13499,DB00790
43851,DB13499,DB00800
43852,DB13499,DB00851
43853,DB13499,DB00853
43854,DB13499,DB00909
43855,DB13499,DB00915
43856,DB13499,DB00995
43857,DB13499,DB01011
43858,DB13499,DB01036
43859,DB01050,DB13499
43860,DB13499,DB01105
43861,DB13499,DB01137
43862,DB13499,DB01148
43863,DB13499,DB01169
43864,DB13499,DB01183
43865,DB13499,DB01215
43866,DB13499,DB01261
43867,DB13499,DB01267
43868,DB13499,DB01367
43869,DB13499,DB01427
43870,DB13499,DB04574
43871,DB13499,DB04896
43872,DB13499,DB05541
43873,DB13499,DB06335
43874,DB13499,DB06695
43875,DB06736,DB13499
43876,DB13499,DB06824
43877,DB13499,DB08877
43878,DB13499,DB08910
43879,DB13499,DB08911
43880,DB13499,DB09071
43881,DB13499,DB09075
43882,DB13499,DB09091
43883,DB13499,DB09104
43884,DB13499,DB09135
43885,DB13499,DB09185
43886,DB13499,DB09395
43887,DB13499,DB09418
43888,DB13499,DB09502
43889,DB13499,DB11587
43890,DB11817,DB13499
43891,DB13499,DB13943
43892,DB13952,DB13499
43893,DB13499,DB00458
43894,DB13499,DB00454
43895,DB13499,DB00813
43896,DB13499,DB09095
43897,DB13499,DB06696
43898,DB13499,DB00314
43899,DB00564,DB13499
43900,DB13499,DB00552
43901,DB13499,DB01418
43902,DB13499,DB13275
43903,DB13499,DB14055
43904,DB13499,DB06543
43905,DB13499,DB06605
43906,DB13499,DB08814
43907,DB13499,DB09125
43908,DB13499,DB12289
43909,DB13499,DB12598
43910,DB13499,DB14094
43911,DB00214,DB13520
43912,DB00275,DB13520
43913,DB00310,DB13520
43914,DB00381,DB13520
43915,DB00606,DB13520
43916,DB00774,DB13520
43917,DB00790,DB13520
43918,DB01116,DB13520
43919,DB06268,DB13520
43920,DB08931,DB13520
43921,DB12766,DB13520
43922,DB13631,DB13520
43923,DB13779,DB13520
43924,DB13919,DB13520
43925,DB14094,DB13520
43926,DB14217,DB13520
43927,DB00921,DB13520
43928,DB01017,DB13520
43929,DB08883,DB13520
43930,DB01041,DB13520
43931,DB00244,DB13520
43932,DB00328,DB13520
43933,DB00461,DB13520
43934,DB00482,DB13520
43935,DB00586,DB13520
43936,DB00749,DB13520
43937,DB00795,DB13520
43938,DB00814,DB13520
43939,DB00830,DB13520
43940,DB00945,DB13520
43941,DB01050,DB13520
43942,DB01250,DB13520
43943,DB01255,DB13520
43944,DB01399,DB13520
43945,DB01424,DB13520
43946,DB01600,DB13520
43947,DB02224,DB13520
43948,DB04743,DB13520
43949,DB04855,DB13520
43950,DB06736,DB13520
43951,DB07402,DB13520
43952,DB08991,DB13520
43953,DB09213,DB13520
43954,DB09216,DB13520
43955,DB11466,DB13520
43956,DB13286,DB13520
43957,DB09212,DB13520
43958,DB00800,DB13520
43959,DB01238,DB13520
43960,DB00333,DB13520
43961,DB01418,DB13520
43962,DB13275,DB13520
43963,DB14055,DB13520
43964,DB00898,DB13520
43965,DB13520,DB00215
43966,DB13520,DB01104
43967,DB01105,DB13520
43968,DB04896,DB13520
43969,DB00668,DB13520
43970,DB00852,DB13520
43971,DB00938,DB13520
43972,DB01064,DB13520
43973,DB01407,DB13520
43974,DB06152,DB13520
43975,DB11428,DB13520
43976,DB11587,DB13520
43977,DB12100,DB13520
43978,DB00598,DB13520
43979,DB13520,DB08807
43980,DB13520,DB13757
43981,DB01036,DB13520
43982,DB01148,DB13520
43983,DB13254,DB13520
43984,DB13738,DB13520
43985,DB13844,DB13520
43986,DB00182,DB13520
43987,DB00241,DB13520
43988,DB00312,DB13520
43989,DB00323,DB13520
43990,DB00327,DB13520
43991,DB00341,DB13520
43992,DB13520,DB00344
43993,DB00418,DB13520
43994,DB00454,DB13520
43995,DB00458,DB13520
43996,DB13520,DB00532
43997,DB00564,DB13520
43998,DB00614,DB13520
43999,DB00625,DB13520
44000,DB13520,DB00652
44001,DB00754,DB13520
44002,DB00780,DB13520
44003,DB13520,DB00802
44004,DB00813,DB13520
44005,DB00843,DB13520
44006,DB00909,DB13520
44007,DB00985,DB13520
44008,DB13520,DB01037
44009,DB01065,DB13520
44010,DB01168,DB13520
44011,DB01176,DB13520
44012,DB01215,DB13520
44013,DB01367,DB13520
44014,DB01442,DB13520
44015,DB01534,DB13520
44016,DB01588,DB13520
44017,DB04872,DB13520
44018,DB05246,DB13520
44019,DB05541,DB13520
44020,DB06579,DB13520
44021,DB08059,DB13520
44022,DB08329,DB13520
44023,DB08910,DB13520
44024,DB09011,DB13520
44025,DB09071,DB13520
44026,DB09185,DB13520
44027,DB12308,DB13520
44028,DB13520,DB12930
44029,DB13256,DB13520
44030,DB13520,DB13984
44031,DB14185,DB13520
44032,DB13520,DB14715
44033,DB00998,DB13520
44034,DB00877,DB13520
44035,DB01590,DB13520
44036,DB06233,DB13520
44037,DB06287,DB13520
44038,DB11554,DB13520
44039,DB09061,DB13520
44040,DB00334,DB13520
44041,DB00777,DB13520
44042,DB01184,DB13520
44043,DB01267,DB13520
44044,DB13520,DB08815
44045,DB13791,DB13520
44046,DB13841,DB13520
44047,DB00199,DB13520
44048,DB13467,DB13590
44049,DB11443,DB13590
44050,DB13772,DB13590
44051,DB01017,DB13590
44052,DB00310,DB13590
44053,DB00774,DB13590
44054,DB06824,DB13590
44055,DB06410,DB13590
44056,DB00381,DB13590
44057,DB00836,DB13590
44058,DB00909,DB13590
44059,DB04743,DB13590
44060,DB05246,DB13590
44061,DB06152,DB13590
44062,DB07615,DB13590
44063,DB08980,DB13590
44064,DB09216,DB13590
44065,DB11960,DB13590
44066,DB13725,DB13590
44067,DB13791,DB13590
44068,DB00451,DB13590
44069,DB01583,DB13590
44070,DB00282,DB13590
44071,DB06255,DB13590
44072,DB11348,DB13590
44073,DB13590,DB14481
44074,DB00598,DB13590
44075,DB08807,DB13590
44076,DB13757,DB13590
44077,DB01609,DB13592
44078,DB00437,DB13592
44079,DB00564,DB13592
44080,DB00501,DB13592
44081,DB13592,DB08931
44082,DB01064,DB13592
44083,DB00182,DB13592
44084,DB00598,DB13592
44085,DB00668,DB13592
44086,DB13592,DB00830
44087,DB13592,DB00852
44088,DB13592,DB01255
44089,DB01407,DB13592
44090,DB13592,DB01442
44091,DB13592,DB06152
44092,DB13592,DB13757
44093,DB13592,DB08807
44094,DB13592,DB00241
44095,DB00312,DB13592
44096,DB00418,DB13592
44097,DB01215,DB13592
44098,DB13592,DB01588
44099,DB13592,DB14715
44100,DB00201,DB13592
44101,DB00458,DB13592
44102,DB13592,DB11837
44103,DB00199,DB13592
44104,DB01590,DB13592
44105,DB06233,DB13592
44106,DB06287,DB13592
44107,DB11554,DB13592
44108,DB00877,DB13592
44109,DB01137,DB13592
44110,DB11443,DB13592
44111,DB13772,DB13592
44112,DB08881,DB13592
44113,DB13592,DB00532
44114,DB13592,DB00754
44115,DB00909,DB13592
44116,DB13592,DB05246
44117,DB05541,DB13592
44118,DB13592,DB08329
44119,DB08883,DB13592
44120,DB13592,DB09011
44121,DB09061,DB13592
44122,DB13592,DB00215
44123,DB09185,DB13592
44124,DB00428,DB13592
44125,DB00454,DB13592
44126,DB13592,DB06413
44127,DB00625,DB13592
44128,DB13592,DB01037
44129,DB13592,DB01079
44130,DB13592,DB02709
44131,DB04574,DB13592
44132,DB13874,DB13592
44133,DB13952,DB13592
44134,DB13592,DB00184
44135,DB00296,DB13592
44136,DB00334,DB13592
44137,DB00461,DB13592
44138,DB00586,DB13592
44139,DB00851,DB13592
44140,DB00898,DB13592
44141,DB13592,DB00998
44142,DB13592,DB01065
44143,DB01184,DB13592
44144,DB01223,DB13592
44145,DB01254,DB13592
44146,DB01367,DB13592
44147,DB01418,DB13592
44148,DB01424,DB13592
44149,DB01645,DB13592
44150,DB06774,DB13592
44151,DB08910,DB13592
44152,DB09071,DB13592
44153,DB11919,DB13592
44154,DB13592,DB11967
44155,DB12026,DB13592
44156,DB00675,DB13592
44157,DB13592,DB11689
44158,DB00655,DB13592
44159,DB13592,DB03374
44160,DB09418,DB13592
44161,DB13592,DB00451
44162,DB13592,DB01583
44163,DB13631,DB00344
44164,DB00668,DB13631
44165,DB00777,DB13631
44166,DB13631,DB00802
44167,DB00813,DB13631
44168,DB13631,DB00830
44169,DB13631,DB00852
44170,DB00938,DB13631
44171,DB13631,DB00998
44172,DB01064,DB13631
44173,DB13631,DB01255
44174,DB01267,DB13631
44175,DB01407,DB13631
44176,DB13631,DB01442
44177,DB04855,DB13631
44178,DB13631,DB06152
44179,DB13631,DB08815
44180,DB09061,DB13631
44181,DB13631,DB11428
44182,DB11587,DB13631
44183,DB12100,DB13631
44184,DB13631,DB12930
44185,DB13631,DB13520
44186,DB00458,DB13631
44187,DB00945,DB13631
44188,DB13631,DB00287
44189,DB01116,DB13631
44190,DB06268,DB13631
44191,DB12766,DB13631
44192,DB13631,DB13757
44193,DB13631,DB13779
44194,DB13631,DB13919
44195,DB13631,DB14094
44196,DB13631,DB14217
44197,DB00214,DB13631
44198,DB00275,DB13631
44199,DB00310,DB13631
44200,DB00381,DB13631
44201,DB00598,DB13631
44202,DB00790,DB13631
44203,DB00800,DB13631
44204,DB08931,DB13631
44205,DB13631,DB00862
44206,DB12010,DB13631
44207,DB00182,DB13631
44208,DB13631,DB00614
44209,DB00780,DB13631
44210,DB13631,DB01037
44211,DB01168,DB13631
44212,DB01367,DB13631
44213,DB00244,DB13631
44214,DB00328,DB13631
44215,DB00461,DB13631
44216,DB00482,DB13631
44217,DB00586,DB13631
44218,DB00749,DB13631
44219,DB00795,DB13631
44220,DB00814,DB13631
44221,DB01050,DB13631
44222,DB01250,DB13631
44223,DB01399,DB13631
44224,DB01424,DB13631
44225,DB01600,DB13631
44226,DB02224,DB13631
44227,DB04743,DB13631
44228,DB06736,DB13631
44229,DB07402,DB13631
44230,DB08991,DB13631
44231,DB09213,DB13631
44232,DB09216,DB13631
44233,DB11466,DB13631
44234,DB13286,DB13631
44235,DB09212,DB13631
44236,DB00296,DB13631
44237,DB00323,DB13631
44238,DB00334,DB13631
44239,DB00703,DB13631
44240,DB00742,DB13631
44241,DB01041,DB13631
44242,DB01169,DB13631
44243,DB01229,DB13631
44244,DB01238,DB13631
44245,DB14185,DB13631
44246,DB00606,DB13631
44247,DB00774,DB13631
44248,DB00742,DB13638
44249,DB00244,DB13638
44250,DB00328,DB13638
44251,DB00456,DB13638
44252,DB00461,DB13638
44253,DB00482,DB13638
44254,DB00586,DB13638
44255,DB00795,DB13638
44256,DB00814,DB13638
44257,DB00864,DB13638
44258,DB00923,DB13638
44259,DB00945,DB13638
44260,DB01250,DB13638
44261,DB01329,DB13638
44262,DB01331,DB13638
44263,DB01399,DB13638
44264,DB01424,DB13638
44265,DB01600,DB13638
44266,DB04743,DB13638
44267,DB07402,DB13638
44268,DB08991,DB13638
44269,DB09213,DB13638
44270,DB09216,DB13638
44271,DB11466,DB13638
44272,DB13286,DB13638
44273,DB13470,DB13638
44274,DB13499,DB13638
44275,DB13638,DB09212
44276,DB13638,DB11512
44277,DB00282,DB13638
44278,DB13638,DB06255
44279,DB13638,DB00158
44280,DB13638,DB00182
44281,DB00213,DB13638
44282,DB13638,DB00296
44283,DB13638,DB00312
44284,DB13638,DB00319
44285,DB13638,DB00323
44286,DB13638,DB00327
44287,DB13638,DB00333
44288,DB13638,DB00341
44289,DB13638,DB00415
44290,DB13638,DB00418
44291,DB13638,DB00437
44292,DB13638,DB00501
44293,DB13638,DB00598
44294,DB13638,DB00608
44295,DB13638,DB00624
44296,DB00749,DB13638
44297,DB13638,DB00775
44298,DB13638,DB00780
44299,DB13638,DB00790
